  Iohexol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Trilostane: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Tripelennamine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Tulathromycin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Aspirin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Atenolol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Atipamezole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Atovaquone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Atracurium: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Atropine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Auranofin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Azathioprine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Azithromycin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Benazepril: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Betamethasone (Systemic): API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Beta: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bisacodyl: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bismuth Subsalicylate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bleomycin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bromides: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bromocriptine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Budesonide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bupivacaine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Bupivacaine Liposome: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Buprenorphine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Buspirone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Butorphanol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Butylscopolamine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Cabergoline: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Caffeine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Calcitonin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Calcitriol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Calcium Acetate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Calcium, IV (-Borogluconate,: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Calcium, Oral (-Carbonate,: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Cannabidiol (CBD): API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Cannabidiol (CBD): API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Carbimazole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Carboplatin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Carnitine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Carprofen: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Carvedilol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Caspofungin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Cefaclor: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Cefadroxil: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Alfaxalone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Alfentanil: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Allopurinol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Alprazolam: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Altrenogest: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Aluminum Hydroxide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amantadine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amikacin, Systemic: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Aminocaproic Acid: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Aminophylline: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amiodarone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amitriptyline: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amlodipine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ammonium Chloride: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amoxicillin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amoxicillin/Clavulanate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amphotericin B: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ampicillin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Amprolium: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Antivenom, Latrodectus mactans: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Antivenom, Crotalidae: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Antivenom, North American: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Apomorphine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Apramycin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ascorbic Acid: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ascorbic Acid: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Aspirin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Isoflupredone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Isoflurane: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Isoniazid (INH): API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Isoproterenol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Isotretinoin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Isoxsuprine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Itraconazole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ivermectin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ivermectin/Clorsulon: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ketamine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ketoconazole, Systemic: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ketoprofen: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Ketorolac: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lactulose: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lanthanum: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Leflunomide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Leucovorin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Leuprolide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Levamisole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Levetiracetam: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Levothyroxine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lidocaine, Local Anesthetic: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lidocaine (Intravenous; Systemic): API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lincomycin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Linezolid: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Liothyronine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lipid Emulsion, Intravenous (ILE): API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lisinopril: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lokivetmab: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lomustine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Loperamide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Loratadine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lorazepam: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Losartan: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lotilaner: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lufenuron/Lufenuron Combination: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Lysine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Magnesium Hydroxide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acarbose: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acepromazine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acetaminophen: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acetazolamide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acetic Acid: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acetylcysteine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Acyclovir: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Afoxolaner: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Aglepristone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Albendazole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Albumin, Human: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Albuterol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Alendronate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Alfaxalone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Magnesium, IV: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Mannitol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Marbofloxacin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Marbofloxacin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Mavacoxib: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Mavacoxib: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Meclizine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Medetomidine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Medroxyprogesterone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Megestrol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Meglumine Antimoniate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Melarsomine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Melatonin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Meloxicam: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Meloxicam: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Meperidine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Mepivacaine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Meropenem: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Metergoline: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Metformin: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methadone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methazolamide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methenamine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methimazole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methionine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methocarbamol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methotrexate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methylene Blue: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methylphenidate: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Methylprednisolone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Metoclopramide: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Metoprolol: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Metronidazole: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Metyrapone: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Mexiletine: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
  Midazolam: API error: Error code: 400 - {'error': {'code': 'unknown_model', 'message': 'Unknown model: claude-3-5-sonnet', 'details': 'Unknown model: claude-3-5-sonnet'}}
